offset,singular_series,observed_count,predicted_count,weighted_observed,weighted_predicted,mean_count_residual,std_count_residual,mean_psi_residual,std_psi_residual,aggregate_count_residual,aggregate_psi_residual,omega,big_omega,largest_prime_factor,reciprocal_factor_sum
222,2.716094328055692,888076,888904.0724098796,268686734.5741897,268886102.80222356,-0.0010836788236073416,0.003340612706200765,-0.0006265499508778917,0.003283150012322526,-0.0009315655486139551,-0.0007414597703492287,3,3,37,0.8603603603603602
224,1.5843883580324871,518638,518527.2283483522,156893776.56126532,156850188.60930982,0.000791128765753175,0.0036236646749243317,0.0011013168270862083,0.003631373331308536,0.00021362745405029138,0.00027789543858358634,2,6,7,0.6428571428571428
226,1.3322184391864755,435722,435998.7468912818,131822750.74075902,131886012.503054,0.00017360024636660777,0.006126721542304381,0.0004700223492086335,0.0061799546010755995,-0.000634742400649202,-0.00047966998997339694,2,2,113,0.5088495575221239
228,2.795979455351448,915067,915047.5304121118,276866916.37886477,276794316.2800035,0.0007733325633842319,0.0027384977670506143,0.001326540874978475,0.0030276367841942805,2.127713287136679e-05,0.0002622889799075434,3,4,19,0.8859649122807016
230,1.8442615807785565,603498,603576.1538028899,182578782.83521527,182576806.33511415,0.0010483297122335083,0.005060044215854585,0.001529157405992275,0.005326013419667982,-0.0001294845768797792,1.0825581522544425e-05,3,3,23,0.7434782608695651
232,1.369224506941655,447915,448109.44150176406,135561255.9835723,135549414.26619655,-0.0002682357765558334,0.004923734319622358,0.0005674144721490916,0.005192799360907039,-0.00043391520855351473,8.736088931016184e-05,2,4,29,0.5344827586206896
234,2.8807061055136125,942684,942775.4404144792,285193266.68578374,285181815.42310333,-0.0003061980656776844,0.0020551713538531657,2.1920510418957063e-05,0.002120870196681627,-9.699066242008225e-05,4.0154252694657444e-05,3,4,13,0.9102564102564101
236,1.3434872041795944,440070,439686.082020839,133145592.44207115,133001428.45801762,0.00020466022127164167,0.006184261320195576,0.0005008779954114999,0.0060742012739965845,0.000873163820416023,0.0010839280880283741,2,3,59,0.5169491525423728
238,1.6900142485679863,552922,553094.6109651288,167298999.84056544,167306583.92753673,-0.000555172628334425,0.00427373676378687,-0.00020308771385929995,0.0043536455196424495,-0.00031208216769196273,-4.5330475306193385e-05,3,3,17,0.7016806722689075
240,3.520863017849971,1151986,1152280.1123460678,348547835.37306327,348555298.68165576,-0.00020518109380303077,0.002346625187802786,0.00022357393603131227,0.0024319450392176,-0.00025524379264774133,-2.1412122038433345e-05,3,6,5,1.0333333333333332
