offset,singular_series,observed_count,predicted_count,weighted_observed,weighted_predicted,mean_count_residual,std_count_residual,mean_psi_residual,std_psi_residual,aggregate_count_residual,aggregate_psi_residual,omega,big_omega,largest_prime_factor,reciprocal_factor_sum
1016,1.3308862207472891,435763,435513.8991954068,131816184.63528123,131741509.68917827,0.0007284348723462668,0.004997175110755892,0.0009491068001259917,0.0049402588328218075,0.0005719698155521868,0.0005668292877403225,2,4,127,0.5078740157480315
1018,1.3229278203164094,432671,432909.5010484336,130898165.11771987,130953693.32507156,-0.0012866005568372058,0.006127791155900362,-0.0009417492016414582,0.006004904900282942,-0.0005509258814047069,-0.0004240293338947376,2,2,509,0.5019646365422397
1020,3.755587219039969,1230008,1228962.6860217461,372143496.71206516,371757166.2973959,0.001143991790189908,0.0011964626622185568,0.0015594727170613499,0.0013407514280779269,0.0008505660832043294,0.0010392009884221398,4,5,17,1.092156862745098
1022,1.6067036870188602,525934,525770.8589827738,159159102.3381402,159043960.40084955,-0.002092867173949142,0.0055755075977563275,-0.0013179630799787917,0.0051541918140469815,0.0003102891962132315,0.0007239629659652191,3,3,73,0.6565557729941291
1024,1.3203236316937392,432360,432056.94893105724,130806649.6438158,130695815.40089394,-0.0004630754171482915,0.004944607550413238,-0.0001300931714166082,0.004809952553228655,0.0007014146391870479,0.0008480320703603272,1,10,2,0.5
1026,2.795979455351448,914738,914943.8673409253,276758377.4249047,276767541.98073906,-0.0005501398489786323,0.005609262168338053,-0.0002883162226809646,0.0056919403585137885,-0.000225005432872738,-3.311282735241061e-05,3,5,19,0.8859649122807016
1028,1.3255013714258714,434174,433751.04357154574,131352686.11635672,131208284.38624337,0.0029882023404616417,0.00793382172457166,0.003379325189438017,0.008007118040751061,0.0009751133391440181,0.0011005534504837655,2,3,257,0.5038910505836576
1030,1.777861523864837,581998,581779.1584003699,176119725.1302933,175986316.4941839,0.0003420599602840917,0.00400431914908577,0.0008178617357023334,0.004260926952659164,0.00037615922892775266,0.0007580625514929107,3,3,103,0.7097087378640776
1032,2.7050532942018077,884687,885188.841157733,267694876.06447527,267766776.74598354,-0.00203628525556462,0.003850328162232442,-0.0014918848733053748,0.0036528291752524877,-0.0005669311839455737,-0.00026851980063413716,3,5,43,0.8565891472868217
1034,1.4996268409360989,490659,490730.6526637138,148469515.00929815,148444449.88283145,-0.0016951257993475582,0.005319716018936102,-0.001244893265997225,0.005198291074846395,-0.00014601220307897123,0.00016885189366444564,3,3,47,0.6121856866537718
1036,1.6296565968334151,532630,533280.8112405968,161143329.26495954,161315743.19569626,-0.0008005307313905417,0.003804571512656297,-0.0005502532625264918,0.00382841760560842,-0.0012203912589369148,-0.0010687979196646324,3,4,37,0.6698841698841698
1038,2.656089645044715,869163,869165.4678516634,262990577.49414536,262919790.60680813,-0.00030981165484365365,0.002515212225548463,0.00022436696596013332,0.002376207103514522,-2.83933468903097e-06,0.0002692337734404582,3,3,173,0.8391136801541426
1040,1.920470737009075,627686,628445.0435450267,189912396.87066603,190102635.48910055,-0.0011266277140606245,0.0031342689741679385,-0.0006727913940474,0.003240436735871917,-0.0012078121274454734,-0.001000715313309919,3,6,13,0.7769230769230768
1042,1.322867607862706,432469,432888.3222933463,130877538.8019462,130947352.04183917,-0.002382730469832208,0.0066102282608683826,-0.0018421715916201082,0.006540596073116666,-0.0009686615964247247,-0.0005331397604028121,2,2,521,0.5019193857965452
1044,2.73844901388331,896243,896115.5716877632,271151186.76347506,271072145.0852018,0.00045982206980399166,0.004612769407862645,0.0007467331788871416,0.004737940851122771,0.00014220075653503805,0.00029158908322513,3,5,29,0.8678160919540229
1046,1.3228578421192552,432830,432884.8807577737,130951280.43361904,130946321.85817198,-0.0013779589932128584,0.005331624347664337,-0.0011053630340932,0.005198175198275577,-0.00012677910505354273,3.786723732823738e-05,2,2,523,0.5019120458891013
1048,1.3305586986060938,435789,435404.74395144515,131862568.03890753,131708578.0558096,0.00040251230684628324,0.0063628045556715605,0.0009210395369767167,0.006366983175219638,0.0008825260953007064,0.0011691720112010362,2,4,131,0.5076335877862596
1050,4.225035621419965,1381713,1382577.1328113559,418047266.9828921,418225291.0717467,-0.0006955101007794499,0.004014048968931305,-0.00034869456892625835,0.0039826761373264324,-0.0006250159870637706,-0.00042566552682266057,4,5,7,1.176190476190476
1052,1.3253823429262823,433899,433710.6153448511,131275671.69485317,131196120.32300484,0.0005783357810676161,0.005386752932571061,0.0010162549924953666,0.005545824454212903,0.00043435564748417477,0.0006063546060086633,2,3,263,0.5038022813688213
1054,1.456908834972402,475619,476750.4646952672,143898086.51468843,144215547.67932305,-0.0017339812636146584,0.004651358929710546,-0.001405083886313875,0.00471098584000075,-0.0023732849342693596,-0.0022012963910140737,3,3,31,0.5910815939278937
1056,2.9340525148749763,959532,960122.1909852322,290306913.2474723,290434018.6591542,-0.0017511799669796748,0.0030988848986820403,-0.0015243507151948832,0.0029726958667852118,-0.0006147040353546851,-0.00043763954466735644,3,7,11,0.9242424242424242
1058,1.3831961855839174,452247,452628.9043640814,136838104.48466584,136918861.31403565,-0.00025361095926983683,0.005719320328802893,0.0002436532734641668,0.005840293258310694,-0.0008437471853857126,-0.0005898152277543645,2,3,23,0.5434782608695652
1060,1.7949497738058675,587832,587368.5361995912,177881712.6980615,177677195.8456581,-0.0010514970952877666,0.007206328538053417,-0.0006325659686039666,0.006923637530096047,0.0007890511184127647,0.001151058533032323,3,4,53,0.7188679245283018
1062,2.686974408359189,879131,879269.0469201156,266015004.51125574,265976223.62569958,-0.001123567974232828,0.0027837907897647275,-0.0007146460079644332,0.0027065679100008967,-0.00015700191039269562,0.00014580583567780359,3,4,59,0.8502824858757061
1064,1.6775876732108688,548446,548963.3586025214,165928453.80509275,166059760.20846444,-0.0007352396918008583,0.00506875789387046,-0.0004314769234390833,0.0050575178851119795,-0.0009424282958309105,-0.0007907177705596125,3,5,19,0.6954887218045112
1066,1.4772851823146729,483313,483417.47973112983,146222419.5284707,146232335.61710045,0.0004177424529041666,0.005616842978255113,0.0007047114042148859,0.005656056355925061,-0.00021612733405496076,-6.781050571280645e-05,3,3,41,0.6013133208255159
1068,2.670999530782737,874736,874040.7812510576,264671020.03187704,264394722.01750445,0.001998862540058975,0.0040749731773445435,0.0026700380170353167,0.0043418508683452685,0.0007954076787437536,0.0010450209151842138,3,4,89,0.8445692883895131
1070,1.7771975232956996,581048,581558.5711294077,175786501.79588848,175919735.59007514,-0.0005846340509275833,0.0039722625523809976,-0.00023311469055884706,0.004065424678969954,-0.0008779358688089101,-0.0007573555845781232,3,3,107,0.7093457943925233
1072,1.340636302950566,438325,438700.9891333416,132651260.5451206,132705748.04670487,-0.002891929500443166,0.004740754582975095,-0.0022644460997984918,0.004553700919382444,-0.0008570510271344034,-0.0004105888583296746,2,5,67,0.5149253731343284
1074,2.655566174480063,869097,868989.7282912245,262910695.70704338,262866826.33666956,0.0011923189505150668,0.0038451572280177506,0.0014818109545351081,0.0039805536811181085,0.00012344416197707098,0.000166888195765047,3,3,179,0.8389199255121043
1076,1.3252686640221802,433866,433671.9379489842,131262423.29356125,131184485.86920598,0.0008899760704937835,0.006252186693249584,0.0011877104762155833,0.006295230883857145,0.00044748583902753936,0.0005941054983664706,2,3,269,0.5037174721189591
1078,1.7604315089249858,576206,576071.5151857452,174329387.62089655,174259946.44157416,0.0006972332123097334,0.0052013963660327844,0.0010758348183639084,0.005306298981679106,0.0002334515953481553,0.00039849191245844295,3,4,11,0.7337662337662337
1080,3.520863017849971,1151610,1152142.703206873,348423497.0752161,348519808.3824358,8.488778850129163e-05,0.002747525044687388,0.0004358904503654834,0.002779943544372651,-0.0004623587038222743,-0.00027634385450481247,3,7,5,1.0333333333333332
1082,1.3227732117154345,432921,432854.97430158965,130991916.29848734,130937373.07244708,-0.0013173711161614105,0.006158472672603985,-0.0009795003889180476,0.005985028322404032,0.0001525353809710417,0.0004165596480241174,2,2,541,0.5018484288354899
1084,1.3252318979825637,433778,433659.4143080332,131226658.63961431,131180719.28374483,0.0006147214454698915,0.006269854690672973,0.0007889978937793918,0.006328150571964079,0.00027345351687113606,0.00035019899357413564,2,3,271,0.503690036900369
1086,2.655399482736012,868558,868933.7007332846,262755427.88737017,262849943.6248062,-0.0009415308395897083,0.0027403255892455404,-0.0006845883830913084,0.0026954704761623757,-0.00043236984935390854,-0.00035958058857699093,3,3,181,0.8388581952117863
1088,1.4083452071399885,460981,460856.55781936186,139493751.29154056,139407788.15183443,0.0004228373467313419,0.007087761138092825,0.0011591225728348165,0.007116994290362583,0.00027002367336814714,0.0006166308270560972,2,7,17,0.5588235294117647
1090,1.776884139849518,581226,581454.3704553692,175879330.08094835,175888288.20055303,-0.0003980819690910583,0.005247308464067614,0.00012022322039119491,0.005377849080882819,-0.00039275731161914074,-5.0930733912601944e-05,3,3,109,0.7091743119266054
1092,3.456847326616335,1131057,1131192.7267606398,342252808.356102,342182586.8076492,-0.002192166879869825,0.004638993127924902,-0.0016565915398915,0.004374172887384931,-0.00011998553157999137,0.00020521660411754183,4,5,13,1.053113553113553
1094,1.3227462438619846,433546,432845.41206040327,131156297.00190552,130934513.12964706,0.0022953458793473834,0.008242200915239572,0.002494614434920783,0.008235648147872717,0.0016185638569248262,0.0016938534154005147,2,2,547,0.5018281535648994
1096,1.3301038067433224,434882,435252.92133619805,131544634.20222145,131662783.34232263,0.0008023299733924473,0.0060285388226729505,0.0010355285078637,0.0060167469461803675,-0.0008521972352519835,-0.0008973617077043805,2,4,137,0.5072992700729927
1098,2.685403996665232,877918,878750.6634345652,265624593.8681044,265819612.78679794,-0.0007483355202238082,0.004375620286981988,-0.0002580503693732367,0.004416436705169186,-0.000947553690953451,-0.000733651353446052,3,4,61,0.8497267759562841
1100,1.9560350099166508,640827,640077.4619781676,193894387.66195288,193621646.31961754,-2.1964552872374874e-05,0.005796319456483393,0.000367682318373525,0.00567857489248432,0.001171011426516877,0.0014086304270191086,3,5,11,0.7909090909090909
1102,1.4497671249970467,474791,474410.21945721126,143653250.08621615,143507773.65424666,-4.917650504019162e-05,0.004455741349395896,0.0003636905405537833,0.0044044720059116015,0.0008026398403144785,0.0010137181301410614,3,3,29,0.587114337568058
1104,2.766392371167835,904954,905251.8963961531,273807198.18575656,273836195.57948244,-0.0012761034425528334,0.0035789616971057727,-0.0010353605952099002,0.0035199227304087023,-0.0003290756941124462,-0.00010589320986043038,3,6,23,0.8768115942028984
1106,1.604964830214727,524596,525195.5791863175,158724509.41944203,158870217.09803137,-0.0021936834492275836,0.0039084814434214125,-0.0019650472873307414,0.0038556427508154964,-0.0011416302994142757,-0.0009171491123438624,3,3,79,0.655515370705244
1108,1.325124808536262,433716,433622.8935286587,131260826.50718544,131169737.18563564,-0.00039108202838657505,0.005134419049647616,0.00020366425246932444,0.0053011655829473155,0.00021471761000357859,0.0006944385458429458,2,3,277,0.5036101083032491
1110,3.621459104074256,1183865,1185056.0184729765,358198048.8678456,358476213.46808505,-0.001595258836722275,0.003671689447465401,-0.0011033843306995606,0.0035728985287074473,-0.0010050313693281687,-0.000775963898827059,4,4,37,1.0603603603603602
1112,1.3299610304652263,435318,435205.2116689978,131724036.46605334,131648395.0160669,0.0004901857495661667,0.005053330085762157,0.0011980361869290083,0.005053788637921858,0.00025916125997116346,0.0005745717597029909,2,4,139,0.5071942446043165
1114,1.3227025931922864,433840,432829.8990696354,131264868.54299676,130929874.83777055,0.0009080292809742332,0.007415086094576995,0.0011803990411996669,0.007399586219809893,0.002333713388413816,0.002558573477911663,2,2,557,0.5017953321364452
1116,2.7317040655732536,893375,893899.2524305072,270266206.93344617,270402119.510906,0.0009204408469337249,0.005482920837791303,0.00123557258881395,0.005591930382902076,-0.0005864782066679064,-0.0005026313318314823,3,5,31,0.8655913978494623
1118,1.4754836150191677,482853,482824.38150323473,146096169.63995194,146053082.79871848,0.0010501634601765251,0.0035910640164868767,0.0016273602055778332,0.0037928099578745838,5.92730977588829e-05,0.00029500809163218733,3,3,43,0.6001788908765653
1120,2.1125178107099827,691323,691281.6959487182,209155319.95883557,209110871.02091235,0.00022146450805232495,0.004062129978089628,0.00062461053154435,0.004032387451641097,5.974995652824333e-05,0.000212561583748494,3,7,7,0.8428571428571427
1122,3.129656015866641,1023708,1024120.7402221453,309746951.8169947,309793807.8821999,-0.0012019025690066,0.0035404673528605323,-0.0007247627125107391,0.003410202782022092,-0.0004030191030559571,-0.00015124919870246334,4,4,17,0.9830659536541889
1124,1.3250559744596666,433893,433599.38382242335,131277246.7759816,131162669.11652349,0.0016655409005383584,0.0055461745722605,0.0019567566437371097,0.005538473612665545,0.000677160043421221,0.0008735538871682547,2,3,281,0.50355871886121
1126,1.3226771497537992,432308,432820.83574359736,130783556.98340249,130927165.81197865,-0.0035006038419629747,0.00813615951848081,-0.0032504245327107085,0.007960734423829179,-0.0011848684287952826,-0.00109686043905044,2,2,563,0.5017761989342806
1128,2.699328313684978,883075,883303.3859629808,267173586.99120215,267196964.94675875,0.0006287659834769344,0.0035024071310309677,0.001129924694008125,0.0036729469231456657,-0.00025855891261172825,-8.749334245339302e-05,3,5,47,0.8546099290780141
1130,1.7762912522486338,582078,581257.0571992875,176126062.9037955,175828747.46323425,0.0012843083215856666,0.0061264929892827094,0.001649987414821158,0.006268731781608082,0.001412357562879496,0.0016909376017901767,3,3,113,0.7088495575221239
1132,1.3250222923047492,433086,433587.86948402866,131028206.3002714,131159207.8353515,-0.0013464678956803002,0.004307076189446762,-0.0009694722083562044,0.004257352725895815,-0.0011574804540216421,-0.0009987978521839302,2,3,283,0.5035335689045937
1134,3.1687767160649742,1036497,1036920.4827859896,313562484.9319153,313665774.17688024,0.001004834931709975,0.005012804647918715,0.0012876506779169415,0.005154730716707,-0.0004084043019884076,-0.00032929714832929946,3,6,7,0.976190476190476
1136,1.33945875679075,438053,438311.6738143019,132520920.53345762,132588157.4205117,0.0007321599773419584,0.006772280803216354,0.0009390626687475874,0.006792036382074106,-0.0005901595365938039,-0.0005071108035752392,2,5,71,0.5140845070422535
1138,1.3226522448007827,432140,432811.9486547159,130777535.78547966,130924510.09622249,-0.002934538968535933,0.005753213198955847,-0.0023390588862850386,0.005765984432551403,-0.0015525187250594596,-0.0011225882047204427,2,2,569,0.5017574692442882
1140,3.727972607135264,1219447,1219905.4111076742,368946195.7030759,369018289.4411255,-0.0011162418759160667,0.0020883260682154525,-0.0007650719205088084,0.0020009014218339725,-0.0003757759441840314,-0.0001953663005668238,4,5,19,1.0859649122807016
1142,1.322644059868948,432866,432809.02449195937,130982060.51054081,130923636.4128294,-0.0009112624116176833,0.00447112958499785,-0.0003891542634974416,0.0043655740654619316,0.00013164122006825707,0.0004462456078380139,2,2,571,0.5017513134851138
1144,1.600392280840896,524111,523696.46997232956,158551551.76651758,158416865.61801735,0.0012001925150646416,0.00578424093069158,0.0014315545809363169,0.0058937923474314735,0.0007915463468606276,0.0008502008165278685,3,5,13,0.6678321678321679
1146,2.6546189420297406,868191,868670.8820918909,262650012.35144278,262770768.9412535,-0.0005367133797462417,0.004403116947189701,-0.00018622047064865014,0.004174399551847643,-0.0005524325746193437,-0.0004595510767703148,3,3,191,0.838568935427574
1148,1.6250137005461405,531882,531753.0367430265,160917125.3706306,160853970.1653292,0.00101788059000025,0.0019617264018625493,0.0014975135669952832,0.002215098454647373,0.00024252472118146962,0.00039262447321930516,3,4,41,0.6672473867595818
1150,1.8442615807785565,603632,603497.3227094291,182637096.54328868,182556445.68726236,0.0013039919096886335,0.005406699708889425,0.0017250270379188665,0.005400973497577184,0.00022316137206090936,0.00044178585819132365,3,4,23,0.7434782608695651
1152,2.6406472633874785,863886,864098.1939604923,261402976.50506407,261387574.7675913,-0.0008838496710216669,0.005709784851829553,-0.00030772730531155836,0.005454074021441844,-0.00024556695289423836,5.892299007115298e-05,2,9,3,0.8333333333333333
1154,1.322619846705381,432726,432800.36381402524,130904753.87300402,130921049.18419552,0.0020324726796753082,0.006529409775059703,0.002339290556336439,0.006677745486143204,-0.00017182012826866266,-0.00012446670182553188,2,2,577,0.5017331022530329
1156,1.4083452071399885,460258,460852.10838056885,139226696.32090577,139406638.9421454,0.0015656790489320834,0.010809382058300109,0.0019248915356925086,0.010836197432915664,-0.0012891519204643043,-0.001290775120934562,2,4,17,0.5588235294117647
1158,2.654472641729821,868862,868621.5282999995,262888722.12997332,262755904.9794228,0.0008683661773243653,0.00417110191094341,0.0012982255382022417,0.004317729798111485,0.00027684289666529693,0.0005054773195711793,3,3,193,0.8385146804835923
1160,1.8256326759222072,597402,597400.5419522455,180757796.5790491,180712222.10944968,-0.0008695997599494418,0.003281793801099143,-0.00047612406270833323,0.003411647719987437,2.4406535517051964e-06,0.00025219362070494356,3,5,29,0.7344827586206896
1162,1.6039487081316537,524255,524858.8985306711,158645667.3083223,158768556.64424753,-0.0023880768229545,0.006088202223159016,-0.0017822683915891667,0.005898895521300692,-0.0011505921541231645,-0.0007740155766521317,3,3,83,0.6549053356282272
1164,2.6684435503705046,873472,873192.4766851859,264263864.2171325,264138638.66716838,0.00027901195202004165,0.00307445842303254,0.000523342887467125,0.003092837167735534,0.0003201164946762258,0.00047409023759659163,3,4,97,0.8436426116838487
1166,1.4957914781715564,489206,489466.4136166136,148004217.84965542,148062427.2246215,0.0002155540510752665,0.004102468618183242,0.00039044650185968334,0.0041660667124401255,-0.0005320357216942462,-0.00039314075864615994,3,3,53,0.6097770154373928
1168,1.3389197391823835,437906,438133.30021155527,132485470.70967609,132534287.87999159,0.0001958331018081822,0.003183380987497967,0.00065449757012575,0.003345218967528459,-0.0005187923662627325,-0.00036833615735509806,2,5,73,0.5136986301369864
1170,3.84094147401815,1256077,1256866.888144475,380027431.96047467,380199279.10950166,-0.00012055700537392481,0.00459318271049158,0.00033305618361764705,0.004682737849872974,-0.000628458074538818,-0.00045199230632286813,4,5,13,1.11025641025641
1172,1.3248608263043706,433014,433532.5706975124,131029112.1750321,131142588.96147156,-0.0012505410833571833,0.004426101514601147,-0.0005113184144066,0.004484615577255422,-0.0011961516447959175,-0.0008652931693516885,2,3,293,0.5034129692832765
1174,1.32258059516672,432886,432786.290584194,130960476.59169842,130916846.40608057,0.0018897012424804085,0.010550132558879951,0.0021075802513567917,0.010828199909774669,0.00023038949702258726,0.0003332663963087068,2,2,587,0.5017035775127768
1176,3.1687767160649742,1037304,1036914.2993747258,313821309.72775507,313664177.11341536,0.0005250158278024083,0.0024858299317112764,0.0008666048023738083,0.002466982589326844,0.00037582722652129696,0.0005009581131825147,3,6,7,0.976190476190476
1178,1.4461962700093696,472648,473236.61482449964,142994836.92812854,143152987.30045474,-0.0005219699463873249,0.0074452881082790225,-0.00012090807736598332,0.00762024476389185,-0.0012438065991954295,-0.0011047647367237179,3,3,31,0.5848896434634974
1180,1.791316272239459,586173,586169.5439351663,177354128.59070063,177314945.91329154,0.0002761749948831438,0.00321901656083638,0.0006654983515979811,0.0032406629457988447,5.896015699669022e-06,0.00022097786064945169,3,4,59,0.7169491525423728
1182,2.654189044225363,868170,868525.7672732089,262692470.85800472,262727068.3609076,-0.0009316898992611194,0.0019715854904960918,-0.0004990282854065749,0.002014939956447403,-0.00040962201308769597,-0.00013168609964231415,3,3,197,0.838409475465313
1184,1.358047164027846,444243,444391.33782090177,134406941.9311491,134427374.10465026,0.0004976414557502497,0.011417126481241845,0.0006822976983993333,0.011475016146921908,-0.0003337999827565108,-0.00015199414283917356,2,6,37,0.527027027027027
1186,1.3225576818319689,433568,432778.0553181737,131189876.31220672,130914387.86043708,0.000755713319554225,0.0068287455464444615,0.0010361406689171,0.006698452233563294,0.0018252882097857803,0.0021043405256824244,2,2,593,0.5016863406408094
1188,2.9340525148749763,959829,960104.1969312901,290439871.2186959,290429371.1199706,-0.00019989720882137487,0.003374102421223686,0.0003512542116524667,0.0035110537326069184,-0.0002866323594560294,3.615370816234531e-05,3,6,11,0.9242424242424242
1190,2.2533523314239816,737459,737359.8138578758,223157322.1287068,223049702.93968144,-0.00041415733853520845,0.004235008211123798,0.00011810850117446665,0.00416837311826604,0.00013451525328633807,0.0004824897213804302,4,4,17,0.9016806722689075
1192,1.329305425106622,434553,434985.73605681234,131490919.05418558,131582222.70075484,0.0002673962882173058,0.006798913722768874,0.0009458778287166249,0.0072130330074105485,-0.0009948281539876591,-0.0006938904412406854,2,4,149,0.5067114093959731
1194,2.6540515642168563,869126,868479.3002097409,262955353.59152088,262713077.60665667,0.0001984660352079583,0.003640856752700185,0.0004626773700834583,0.0037254173063793862,0.0007446346621076128,0.0009222075546118091,3,3,199,0.838358458961474
1196,1.5089412933642732,493892,493767.3118538912,149431032.0782572,149363531.7176207,0.00014284316481726655,0.00620824022146679,0.0005055087440490582,0.006414066744071724,0.00025252410014875437,0.00045191995569648924,3,4,23,0.6204013377926421
1198,1.322535229066761,432178,432769.9707887491,130778284.71697184,130911974.91115624,-0.0015011748696847167,0.005531842566875891,-0.0009625571305375752,0.0055371753980088525,-0.0013678647519609344,-0.001021222040803571,2,2,599,0.501669449081803
1200,3.520863017849971,1151282,1152123.0733298454,348336646.47668767,348514738.33969015,-0.0010291769619236331,0.004021883504281488,-0.0006356073895328333,0.004020273879488045,-0.0007300203852480536,-0.0005110023864439706,3,7,5,1.0333333333333332
1202,1.322527844768353,433114,432767.30865972675,131070481.47606863,130911180.490434,-0.00012768382213116657,0.004210156577907031,0.0004964134478006249,0.004367633246510679,0.0008011033489265795,0.001216863105487409,2,2,601,0.5016638935108153
1204,1.6230319765210843,531150,531100.3346124768,160697766.30895695,160656716.10959056,-0.0006919691351280417,0.006176187322411267,-0.0003594864743966916,0.0060916842251467615,9.351413336888825e-05,0.00025551499097242747,3,4,43,0.6661129568106312
1206,2.681272605901132,877335,877385.2853212568,265424709.19156775,265407184.60705945,0.00032465993407353335,0.003418050603904798,0.000628275671199125,0.003410327294323135,-5.7312701840506186e-05,6.602905092512046e-05,3,4,67,0.8482587064676617
1208,1.329184864121214,435046,434945.29706553655,131628212.5183366,131570033.68420988,-0.0006107146481998917,0.004109880688653797,-0.0003539638345377918,0.004097605578077532,0.00023153011457499595,0.0004421890950210283,2,4,151,0.5066225165562914
1210,1.9560350099166508,640077,640067.4652815332,193655064.97612238,193619064.35340443,0.00040837957842424166,0.005236377375372459,0.000682555646835427,0.005313097987551828,1.4896427305011173e-05,0.00018593532015120928,3,4,11,0.7909090909090909
1212,2.6673204680681604,873456,872819.0229864717,264317774.7030766,264025932.8298603,-0.0010639274957574584,0.004186537695738428,-0.0006384726132843084,0.003957783834615859,0.0007297927711851226,0.0011053530616795815,3,4,101,0.8432343234323432
1214,1.3225059848039769,432570,432759.4181439548,130861040.0381004,130908826.22840708,-0.0003698626693689499,0.00670778023957562,-7.888456897443316e-05,0.00681473685653058,-0.0004376984902308978,-0.0003650341362262388,2,2,607,0.5016474464579901
1216,1.3979897276757238,457290,457459.59282865474,138344131.46162793,138380583.5737904,-0.0008944001043831771,0.006531628553485709,-0.0006419858901747416,0.006322262358528823,-0.0003707274507155356,-0.00026341926895423473,2,7,19,0.5526315789473684
1218,3.286138816659973,1074793,1075312.1202584049,325223313.23568714,325279712.6443931,-0.0004895439216315084,0.0034395018928162387,8.256877031772519e-05,0.00359758328735509,-0.00048276239858635606,-0.00017338741554906445,4,4,29,1.0106732348111658
1220,1.7902693311101547,585868,585823.6279747494,177259976.1653875,177210454.23689786,-0.0002593341328897333,0.003065566277524793,0.00011233909226532244,0.0030282258044826565,7.574297643819783e-05,0.00027945263558470934,3,4,61,0.7163934426229508
1222,1.472360898373624,481902,481795.41661706,145827643.441327,145742138.238775,-0.0014407932708977247,0.004245048570090434,-0.0008264782733296583,0.004028622749259579,0.00022122124715995284,0.0005866882672731499,3,3,47,0.5981996726677578
1224,2.816690414279977,921644,921695.3178835517,278848025.8210605,278810979.4649128,-0.0003527214111962249,0.0038905818154611666,-3.2048294466012116e-05,0.0038173040135860512,-5.567770884362666e-05,0.0001328726588127882,3,6,17,0.892156862745098
1226,1.3224845541678698,432477,432751.6681400398,130845380.43779445,130906514.46985818,-0.0008005875527703163,0.006822678670980378,-0.0006278923209378,0.006955814736774225,-0.0006347015165077963,-0.0004670052694575322,2,2,613,0.50163132137031
1228,1.3246525616337186,433582,433460.9740152207,131178184.00729713,131121083.52158992,0.00022151556072449994,0.004222478016712152,0.0005585936033962916,0.00424419136541634,0.00027920849173157514,0.0004354790562557387,2,3,307,0.503257328990228
1230,3.611141556769201,1181810,1181659.6572929109,357599905.3132718,357449713.67077297,-0.0007826247410852834,0.0027668094142970587,-0.00035509707110220834,0.002691856399676403,0.00012723012600224237,0.00042017558485785145,4,4,41,1.0577235772357723
1232,1.7604315089249858,575663,576058.9193479856,174191347.42929614,174256693.16414565,-0.002649368307667091,0.0033347175176183497,-0.0022573851975676664,0.00315660611179281,-0.0006872896759133607,-0.00037499698670373505,3,6,11,0.7337662337662337
1234,1.3224704993875502,433203,432746.5775020208,131066643.54578401,130904996.29621254,-0.0005302783432240584,0.003959151230786172,-0.0002840013837095584,0.003851650051835116,0.0010547108208547318,0.001234844002483193,2,2,617,0.5016207455429498
1236,2.666792285797256,872425,872643.2139015384,263927675.95946223,263972882.43074536,-6.825654927337515e-05,0.005372078735095062,0.00021876770803435795,0.005328871912300534,-0.00025006084739120915,-0.00017125422455088746,3,4,103,0.8430420711974109
1238,1.3224635403350582,432525,432744.0545487703,130890816.84724022,130904243.97481555,-0.0010474997428570583,0.01120911053473931,-0.00025203126679833315,0.011155303389813383,-0.0005061988638959125,-0.00010257213339781579,2,2,619,0.5016155088852988
1240,1.8211360437155024,595597,595922.3431228462,180193703.34151793,180265369.82350427,-0.0001165207134102332,0.0039828670287672995,0.0003111564758717083,0.003942998568093831,-0.0005459488582711947,-0.00039756100717802667,3,5,31,0.732258064516129
1242,2.766392371167835,904571,905234.1594001246,273698276.09679323,273831614.43371576,-0.0008003253980489283,0.003678383042956402,-0.00035404918557989173,0.0037202379732864848,-0.0007325832694647927,-0.0004869355103437334,3,5,23,0.8768115942028984
1244,1.3245965237056931,433449,433441.6522688874,131144893.78747667,131115282.26995774,-0.00013682384653994164,0.005375765686137939,0.00013533233660092505,0.005422593803238828,1.6952065114539394e-05,0.00022584337238407137,2,3,311,0.5032154340836013
1246,1.6025997184696423,524163,524411.2151991792,158591188.31160975,158633410.05750403,-0.00011060457270599995,0.00735961053643077,0.00030638190152403326,0.00739521382965746,-0.0004733216834139631,-0.00026615922761152877,3,3,89,0.6540930979133226
1248,2.8807061055136125,942449,942639.726582846,285174222.50732857,285146762.9912115,-0.0007024838032674811,0.0021558339293295003,-0.00016544915448882312,0.0020370122751745007,-0.00020233242612999192,9.629958912760195e-05,3,7,13,0.9102564102564101
1250,1.7604315089249856,576121,576057.4471072085,174321942.8469462,174256312.9109397,-0.0011115907146129083,0.0041545998780722244,-0.0007202134517089916,0.004058713359934406,0.00011032388021470219,0.0003766287425124304,2,5,5,0.7
1252,1.3245690453004717,433326,433432.1683113395,131103824.21655522,131112435.15941009,0.0008565520644573903,0.004537371508385253,0.0012941834414261983,0.004719395464469169,-0.000244947927499628,-6.567601955065339e-05,2,3,313,0.5031948881789138
1254,3.106643839279387,1017311,1016571.388133985,307776685.2597285,307510991.3121658,-0.0003574795638745083,0.0037566456084065906,-9.480112121353329e-05,0.0037010856605859187,0.0007275552653243089,0.0008640144745037937,4,4,19,0.9768740031897927
1256,1.3288418486724085,435101,434830.0896396973,131652480.49704267,131535314.71422522,-0.0013060164438258666,0.005518346912596144,-0.0010114565578330666,0.005327474521606862,0.000623025790435161,0.0008907553311596761,2,4,157,0.5063694267515924
